ID,Age,Sex,Sex_MaleFemaleOnly,Education,VerbalAbililtyTotal,VerbalAbility_GreaterThan8,LiberalConservative,ProChoice_ProLife,AbortionSpectrum,HowImportantisReferendumtoYou,HowWillYouVote,HowWillYouVote_Yes1No2,HowWillYouVote_MissingSameAsWontVote,TraditionalMediaConsumption,SocialMediaConsumption,DiscussionsFamilyFriends,ApprovalYesCampaign,ApprovalNoCampaign,VoterRegister,VoterRegisterDidntHear,VoterRegisterDontRemember,VoterRegisterTV,VoterRegisterNewspaper,VoterRegisterRadio,VoterRegisterOnlineNews,VoterRegisterSocialMedia,VoterRegisterFriend,VoterRegisterOther,VoterRegisterHowDidYouFeel,GAAStars,GAADidntHear,GAADontRemmeber,GAATV,GAANewspaper,GAARadio,GAAOnlineNews,GAASocialMedia,GAAFriend,GAAOther,GAAHowDidYouFeel,FakeNurse,FakeNurseDidntHear,FakeNurseDontRemember,FakeNurseTV,FakeNurseNewspaper,FakeNurseRadio,FakeNurseOnlineNews,FakeNurseSocialMedia,FakeNurseFriend,FakeNurseOther,FakeNurseHowDidYouFeel,Coveney,CoveneyDidntHear,CoveneyDontRemember,CoveneyTV,CoveneyNewspaper,CoveneyRadio,CoveneyOnlineNews,CoveneySocialMedia,CoveneyFriend,CoveneyOther,CoveneyHowDidYouFeel,YesPosters,YesPostersDidntHear,YesPostersDontRemember,YesPostersTV,YesPostersNewspaper,YesPostersRadio,YesPostersOnlineNews,YesPostersSocialMedia,YesPostersFriend,YesPostersOther,YesPostersHowDidYouFeel,NoComments,NoCommentsDidntHear,NoCommentsDontRemember,NoCommentsTV,NoCommentsNewspaper,NoCommentsRadio,NoCommentsOnlineNews,NoCommentsSocialMedia,NoCommentsFriend,NoCommentsOther,NoCommentsHowDidYouFeel,Saoirse,SaoirseDidntHear,SaoirseDontRemember,SaoirseTV,SaoirseNewspaper,SaoirseRadio,SaoirseOnlineNews,SaoirseSocialMedia,SaoirseFriend,SaoirseOther,SaoirseHowDidYouFeel,GraphicPosters,GraphicPostersDidntHear,GraphicPostersDontRemember,GraphicPostersTV,GraphicPostersNewspaper,GraphicPostersRadio,GraphicPostersOnlineNews,GraphicPostersSocialMedia,GraphicPostersFriend,GraphicPostersOtherSource,GraphicPostersHowDidYouFeel,RonanMullen,RonanMullenDidntHear,RonanMullenDontRemember,RonanMullenTV,RonanMullenNewspaper,RonanMullenRadio,RonanMullenOnlineNews,RonanMullenSocialMedia,RonanMullenFriend,RonanMullenOther,RonanMullenHowDidYouFeel,CarolNolan,CarolNolanDidntHear,CarolNolanDontRemember,CarolNolanTV,CarolNolanNewspaper,CarolNolanRadio,CarolNolanOnlineNews,CarolNolanSocialMedia,CarolNolanFriend,CarolNolanOther,CarolNolanHowDidYouFeel,YesComments,YesCommentsDidntHear,YesCommentsDontRemember,YesCommentsTV,YesCommentsNewspaper,YesCommentsRadio,YesCommentsOnlineNews,YesCommentsSocialMedia,YesCommentsFriend,YesCommentsOther,YesCommentsHowDidYouFeel,NoPosters,NoPostersDidntHear,NoPostersDontRemember,NoPostersTV,NoPostersNewspaper,NoPostersRadio,NoPostersOnlineNews,NoPostersSocialMedia,NoPostersFriend,NoPostersOtherSource,NoPostersHowDidYouFeel,SelectFakeVoterReg1,SelectFakeVoterReg2,SelectFakeCoveney1,SelectFakeCoveney2,SelectFakeNoComments1,SelectFakeNoComments2,SelectFakeNurse1,SelectFakeNurse2,SelectFakeGAA1,SelectFakeGAA2,SelectFakeYesPosters1,SelectFakeYesPosters2,SelectFakeCarolNolan1,SelectFakeCarolNolan2,SelectFakeRonanMullen1,SelectFakeRonanMullen2,SelectFakeGraphic1,SelectFakeGraphic2,SelectFakeSaoirse1,SelectFakeSaoirse2,SelectFakeNoPosters1,SelectFakeNoPosters2,SelectFakeYesComments1,SelectFakeYesComments2,SelectedNoCommentsTotal,SelectedYesPostersTotal,SelectedNoPostersTotal,SelectedYesCommentsTotal,SelectedCarolNolanTotal,SelectedRonanMullenTotal,SelectedGraphicImagesTotal,SelectedSaoirseTotal,SelectedVoterRegTotal,SelectedSimonCoveneyTotal,SelectedNurseTotal,SelectedGAATotal,TotalTrueStoriesSelectedAsFake,TotalFalseStoriesSelectedAsFake,TotalStoriesSelectedAsFake,SelectedPosterStoryAsFake,SelectedCommentsStoryAsFake,Approval_Posters_No,Approval_Comments_Yes,Approval_Posters_Yes,Approval_Comments_No,YesComments_AttCong,YesPosters_AttCong,NoPosters_AttCong,NoComments_AttCong,PostersAttCongruence,SPACE,BROADEN,EMANATE,EDIBLE,ANIMOSITY,PACT,CLOISTERED,CAPRICE,ACCUSTOM,ALLUSION,SpaceCorrect,CapriceCorrect,BroadenCorrect,CloisteredCorrect,EmanateCorrect,EdibleCorrect,PactCorrect,AnimosityCorrect,AllusionCorrect,AccustomCorrect,StoryResp,FakeStoryResp,TrueMemoryCount,FalseMemoryCount,FalseStories_YesorBelieve1,VoterRegister1Yes2Believe,GAA1Yes2Believe,FakeNurse1Yes2Believe,Coveney1Yes2Believe,YesPosters1Yes2Believe,NoComments1Yes2Believe,Saoirse1Yes2Believe,GraphicPosters1Yes2Believe,RonanMullen1Yes2Believe,CarolNolan1Yes2Believe,YesComments1Yes2Believe,NoPosters1Yes2Believe,VoterRegister1Yes,GAA1Yes,FakeNurse1Yes,Coveney1Yes,YesPosters1Yes,NoComments1Yes,Saoirse1Yes,GraphicPosters1Yes,RonanMullen1Yes,CarolNolan1Yes,YesComments1Yes,NoPosters1Yes,YesPoster1YesBelieve,NoComments1YesBelieve,YesComments1YesBelieve,NoPosters1YesBelieve,YesPoster1SpecificMemory,NoComments1SpecificMemory,YesComments1SpecificMemory,NoPosters1SpecificMemory,GAAStarsWhere,VoterRegWhere,FakeNurseWhere,CoveneyWhere,YesPostersWhere,NoCommentsWhere,SaoirseWhere,GraphicPostersWhere,RonanMullenWhere,CarolNolanWhere,YesCommentsWhere,NoPostersWhere,TrueStoriesWhere_Average,FalseStoriesWhere_Average,CommentsMemories,PostersMemories,PosterMemories_BelieveandYes1,CommentsMemories_BelieveandYes1,PosterCongruency_0against1inline,PosterResponsesMerged_1Memory_BelieveExcluded,PosterAttCongruenceMerged,CommentsCongruency_0inline1against,CommentsResponseMerged_1Memory_BelieveExcluded,YesPosters1Specific2Remember3Believe,NoComments1Specific2Remember3Believe,NoPosters1Specific2Remember3Believe,YesComments1Specific2Remember3Believe,Posters1Specific2Remember3Believe
449, ,1,1,4, , ,5,1,3,8,1,1,1,4,1,3,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , ,1, , , ,Thought it was unfair,5, , , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1, , , ,Angry,1, , , ,1, , , , , ,"Annoyed , cos he?s a twat",3, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,1, , ,0,0,0,0, , , , ,0,1,1,1,0, , ,3,3, ,3, ,2,3, , , , , , , , , , , , , , , , , , , , ,6,2,2,0,1, , , , ,2,0,0,1,1,2, , , , , , , ,0,0,1,1, , , ,1,0, , ,0,0, , , , , , , , , ,1,1, , , , , ,0, ,1,0,0, ,3,0,0,3, , , ,3
465, ,1,1,4, , ,9,2,9,8,1,1,1,4,1,4,3,2,3, , , , , , , , , , ,1, , , , , , , ,1, ,Entitled to opinion,5, , , , , , , , , , ,1, , , , ,1, , , , ,U turn,3, , , , ,1, , , , , ,4, , ,1, , , , , , ,Did not agree with verdict, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , ,0,0,0,0,0,0,0,0,0, , ,5,3, ,2, ,3,2, , , , , , , , , , , , , , , , , , , , ,6,2,2,0,1,2,1,0,1,2,0, , , , , , , ,1,0,1, ,0, , , , , , ,1,0, , ,0,0, , ,1, , ,1, , , , , , , , , , ,0, ,1,0,0, ,2,0,0,3, , , ,3
941,20,2,2,5, , ,7,1,3,10,1,1,1,3,4,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Happy,1, , , , , , ,1, , ,Hopeful,5,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1,1, , , , , , , , , , , ,1,1, , ,1,0,0,0, , , , ,1,2,3,1,1, , ,4,5, ,4, ,4,4, , , , , , , , , , , , , , , , , , , , ,6,2,2,0,1, , , , ,2,0,1,1,0,0, , , , , , , ,0,1,1,0,0, , ,1,0, , ,0,0, , , , , , , , ,1,1, , , , , , ,0, ,1,0,0, ,4,0,0,3, , , ,3
550,21,2,2,6, , ,5,1,2,9,1,1,1,3,5,4,3,4,1, , , , , , ,1, , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1, , , , ,3, , , , , , ,1, , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,0,0, , , , , , ,0,0,0,1,1,0,1,0,0, , ,4,5, ,3, ,3,3, , , , , , , , , , , , , , , , , , , , ,6,2,2,0,1,1,0,0,1,2,0, , , , , , ,1,0,0,1, ,0, , , , , , ,1,0, , ,0,0, , , ,1, ,1, , , , , , , , , , ,0, ,1,0,0, ,3,0,0,3, , , ,3
446,34,2,2,6, , ,4,1, ,7,1,1,1,5,3,3,2,5,5,1, , , , , , , , , ,1, , , , , ,1, , , , ,5,1, , , , , , , , , ,1, , , , ,1, , , , , ,3, ,0, , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,0,0, , , , , , ,0,0,0,1,1,0,1,0,0, , ,4,5, ,2, ,4,2, , , , , , , , , , , , , , , , , , , , ,6,2,2,0,1,0,1,0,1,2,0, , , , , , ,0,1,0,1, ,0, , , , , , ,1,0, , ,0,0, , ,1, , ,1, , , , , , , , , , ,0, ,1,0,0, ,2,0,0,3, , , ,3
207,37,1,1,5,5,1,4,3,6,1,3, ,3,4,1,2,3,3,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , , ,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,0,0, , , , ,0,0,1,0,1,0,1,0,0,3,3, , ,4, ,4, ,4,4,5,2,3,4,3,2, ,4,2,1, ,1,0,0,1,1,0,0,1,6,2,2,0,1,0,0,1,1, , , , , , ,0,2,0,0,1,1, , , , , , ,0, , , ,0,1, , ,0,0, , ,1,1, , , , , , , , , , ,0, ,1,0, , ,4, ,0, , ,3, ,3
2948,31,2,2,7,7,1,4,3,6,7,2,2,2,2,2,5,4,4,5,1, , , , , , , , , ,1, , , , , , , ,1, , ,5,1, , , , , , , , , ,2, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,1,0,1,0,2,1,3,0,1,3, , , , , ,3, ,3,4,5,3,3,1,3,2, ,4,1,1, ,1,0,0,1,1,1,1,1,6,2,2,0,1,0,1,0,1, , , , , , ,0,2,0,1,0,1, , , , , , ,0, , , ,0,1, , ,0,0,1, , ,1, , , , , , , , , , ,0, ,1,0,0, ,3,0,0, , ,3, ,3
1092, ,2,2,6,4,1,1,1,2,9,1,1,1,4,4,5,1,5,3, ,0, , , , , , , , ,4, , , , , , ,1, , , ,1, , , , , ,1, , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,1,0,0,0,1,1,2,0,1,5,4, , ,1, ,4, ,4,3,5, , ,1,3,2,5,4,2,0,0,1,0, , ,1,1,0,1,6,2,2,0,1,2,0,1,1, , , , , , ,0,2, ,0,1,1, , , , , , ,0, , , ,0,1, , ,0,0, , ,1,1, , , , , , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1005, ,2,2,6,5,1,5,1,7,7,1,1,1,4,5,3,3,4,5,1, , , , , , , , , ,1, , , , , ,1,1, , ,angry and annoyed that they used the front of being members of the GAA. not sure what this has to do with anything other than influence people through using their name,5,1, , , , , , , , , ,2, ,0, , , , , , , ,"could see where he was coming from, had similar feelings", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , ,1,0, , , , ,1,0,0,0,1,1,2,1,0,4,4, , ,3, ,4, ,4,4,5,4,3,5,3,2, ,4, ,1, ,1,0,0,1,1,0, ,1,6,2,2,0,1,0,1,0,1, , , , , , ,0,2,0,1,0,1, , , , , , ,0, , , ,0,1, , ,0,0,1, , ,0, , , , , , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1283, ,2,2,5,5,1,2,1,2,9,1,1,1,5,5,4,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , ,1, , , , , , ,1, , ,upset,3,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , ,angry, , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0, , , , ,0,0,0,0,0,4,5, , ,0, ,3, ,3,4,5,1,3,5,3,2,2,4, ,1,0,1,0,0,1,1,0, ,1,6,2,2,0,1, , , , , , ,1,1,2,0,0,2, , , , , , ,1,1, ,0,0, , , ,0,1, , ,0,0, , , , , , ,1,1, , , , , , ,0, ,1,0,1, ,3,1,0, , ,3, ,3
1726, ,1,1,7,7,1,2,1,2,6,1,1,1,4,2,3,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,1, , ,1,1,1,1,1,1, ,I thought it was underhanded as a tactic and extremely insensitive for the general public and in particular for regnant women and children wbo may have seen the images.,5, ,0, , , , , , , , ,1, , , , ,1, , , , ,I felt for her for sticking to her views and receiving a suspension though I do not share her view.,5,1, , , , , , , , , ,3, , , , , , , , ,1,"Not at all surprised in light of recent events in the news and the flow of money in to elections in the US. Brexit, etc. It raises questions of all of the camapign funding sources which should be investigated.", , , , , , , , , , , , , , , , , , , , ,1, ,1, , , ,1,1,0,0,0,0, , , , ,0,2,2,1,1,5,5, , ,0, ,3, ,3,4,5,1,3,1,3, ,3,4,1,1,0,1, ,0,1,1,1,1,1,6,2,2,0,1, , , , , , ,0,1,0,1,0,2, , , , , , ,0,1,0,1,0, , , ,0,1, , ,0,0, , , , , , , ,1, ,1, , , , ,0, ,1,0,1, ,3,1,0, , ,3, ,3
1540,19,2,2,5,7,1,2,1, ,9,1,1,1,5,3,5,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,Proud,2, ,0, , , , , , , ,Appalled,5,1, , , , , , , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , ,Appalled, , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,0,1,0,0,0, , , , ,1,0,1,0,0,5,2, , ,4, ,4, ,4,4,5, ,3,5,3,2,4,4,1,1,1,1,0, ,1,1,0,1,1,6,2,2,0,1, , , , , , ,1,1,0,0,0,2, , , , , , ,1,1,0,0,0, , , ,0,1, , ,0,0, , , , , , ,1,0, , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1344,26,1,1,7,6,1,7,2,6,7,1,1,1,5,5,3,5,5,5,1, , , , , , , , , ,1, , ,1, , , , , , ,Respected them for speaking out. However I had some reservations whether or not sport and politics was a desirable mix,5,1, , , , , , , , , ,1, , , , ,1, , , , ,happy that another politician reassessed his decision based on the evidence available and changed his mind, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , , ,1, , ,indifferent, , , , , , , ,1, , , , , , , , , , , , , ,1, ,1, , ,1,1, , , , ,0,0,1,0,1,2,3,1,1,3,5, , ,4, ,2, ,2,4,5,3,3,1,3,2,2,4,4,1,0,1,0,0,1,1,1,0,1,6,2,2,0,1,0,1,0,1, , , , , , ,0,2,0,1,0,1, , , , , , ,0, , , ,0,1, , ,0,0,1, , ,1, , , , , , , , , , ,0, ,1,0,1, ,2,1,0, , ,3, ,3
1257,27,2,2,7,6,1,3,1,2,9,1,1,1,5,5,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , ,I felt proud that a group of Irish people are lending their (potentially influential) voices to the campaign and speaking up.,5,1, , , , , , , , ,Angry because it is biased and interferes with peoples emotions.,1, , , , ,1, , , , ,Annoyed that these people are trying to disrupt the process which was set out to be fair and balanced in deciding if a vote should be put forward.,3, ,0, , , , , , , ,Apathetic - I don't care that she voted against her party's wishes.,5,1, , , , , , , , ,Angry because that is an ill-thought out thing to say,3, , , , , , , ,1, ,I felt cynical and annoyed that other people are interfering in Irish affairs.  I was angry that this was unjustly imbalancing the campaigning., , , , , , , , , , , , , , , , , ,1, , , , ,1, , , ,0,1,0,0,1,0, , , , ,1,1,2,0,1,5,5, , ,2, ,4, ,4,4,5,4,3,1,3,2, ,4,2,1, ,1,0,0,1,1,1,0,1,6,2,2,0,1, , , , , , ,1,0,1,2,0,2, , , , , , ,1,0,1, ,0, , , ,0,1, , ,0,0, , , , , , ,1, ,1, , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1002,31,2,2,4,6,1,4,1,8,7,1,1,1,3,3,2,3,4,5,1, , , , , , , , , ,5,1, , , , , , , , , ,2, , , , , ,1, , , , ,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,1,0,0,0,1,1,2,0,1,3,5, , ,2, ,3, ,3,4,5, ,3,1,3,2, ,4,2,1, ,1,0, ,1,1,1,0,1,6,2,2,0,1,0,0,1,1, , , , , , ,0,2,0,0,1,1, , , , , , ,0, , , ,0,1, , ,0,0, , ,1,0, , , , , , , , , , ,0, ,1,0,1, ,3,1,0, , ,3, ,3
1823,31,2,2,8,7,1,2,1,1,9,1,1,1,5,3,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,0, , , , , , , ,Glad that celebrities who are influential are supporting repeal the 8th.,1, , , , , ,1, ,1, ,Angry,3, , , , , ,1, , , , ,5,1, , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , , , ,1, ,Glad that they had to remove their horrific posters but annoyed that people not in Ireland were trying to influence the campaign., , , , , , , , , , , , , ,1, , , , , , , , ,1, , , ,0,1,1,0,0,0, , , , ,1,1,2,0,1,5,4, , ,1, ,4, ,4,4,5,3,3,1,3,2,5,4,1,1,0,1,0,0,1,1,1,1,1,6,2,2,0,1, , , , , , ,1,1,2,0,0,2, , , , , , ,1,1, ,0,0, , , ,0,1, , ,0,0, , , , , , ,0,1, , , , , , ,0, ,1,0,1, ,4,1,0, , ,3, ,3
1546,39,2,2,7,7,1,3,1,2,9,1,1,1,5,5,4,1,4,1, , ,1,1,1,1,1,1, ,Anxious and thought of my 18 year-old son - keen he ensured he checked his ability to vote e,2, , , ,1, , , , , ,Keen to read/hear more about their reasoning and thoughts,5,1, , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , ,1, , , , , , ,3, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,0,0,1,0,1,1,2,0,1,2,3, , ,2, ,2, ,2,4,5,5,3,1,3,2, ,4,2,1, ,1,0,1,1,1,1,0,1,6,2,2,0,1,1,1,0,2, , , , , , ,0,2,1,1,0, , , , , , , ,0, , , ,0,1, , ,0,0,1,1, , , , , , , , , , , , ,0, ,1,0,1, ,2,1,0, , ,3, ,3
1713,18,1,1,4,7,1,7,3,5,7,1,1,1,4,3,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,0, , , , , , , ,If this action is illegal which i believe it is then it was right to have them destroyed.,5,1, , , , , , , , ,Dont rememeber it.,1, ,0, , , , , , , ,They're entitled to express their opinion.,1, , ,1, , , , , , ,"That while they are entitled to campaign, images without thought outside a place they shouldn't have been",3, ,0, , , , , , , ,I certainly feel that both sides of any referendum should be treated equally no matter what the circumstances.,3, ,0, , , , , , , ,Parties operate with a whip system so one one expect such disciplinary action unless a free vote is allowed., , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,1,1, , , , , , , , , , , ,1,1, , ,1,0,0,0, , , , ,1,2,3,1,1, , ,5,4, ,3, ,3,3,4,5,2,3,5,3,2,4,4,1,1,1,1,0,0,1,1,0,1,1,6,2,2,0,1, , , , ,2,0,1,1,2,2, , , , , , , ,0,1,1, , , , ,1,0, , ,0,0, , , , , , , , ,0,1, , , , , , ,0, ,1,0,0, ,3,0,0,3, , , ,3
1313,19,2,2,5,5,1,4,1,3,7,1,1,1,3,2,2,1,3,5,1, , , , , , , , , ,1,1, , , , , , , , , ,1,1, , , , , , , , , ,3, , ,1,1,1, , , , ,Positive,3, , , , ,1, , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , ,1,0,0,0,1,0,1,0,0, , ,5,5, ,0, ,2,0,1,5,3,3,1,3,2,5,4,2,0,0,1,0,0,1,1,1,0,1,6,2,2,0,1,0,1,1,2,2,0, , , , , , ,0,1,1, , ,0, , , , , , ,1,0, , ,0,0, , , , , , , , , , , , , , , , ,0, ,1,0,0, ,0,0,0,3, , , ,3
1541,31,2,2,7,7,1,1,1,1,9,1,1,1,5,5,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , , ,1, , ,Pround,1, , ,1,1,1,1,1,1, ,"Its disgusting, should not be allowed outside maternity hospitals",3,1, , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,0,1, , ,0,0,0,0, , , , ,0,1,1,1,0, , ,4,5, ,1, ,4,1, ,5,5,3,1,3,5, ,4, , , ,1,1,1,1,1,1, ,1,6,2,2,0,1, , , , ,2,0,1,1,2,0, , , , , , , ,0,1,1, ,0, , ,1,0, , ,0,0, , , , , , , , ,1,1, , , , , , ,0, ,1,0,0, ,1,0,0,3, , , ,3
323, ,1,1,5,8,2,3,3,5,2,3, ,3,1,1,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,1,1,1,1, , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , , ,1, , , , ,1, , , , , ,5,1, , , , , , , , , ,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , ,1,0,0,0,1,0, , , , ,1,1,2,1,0,4,4, , ,3, ,3, ,3,4,5,5,3,1,3,2,4,4, ,1,1,1,0,1,1,1,1, ,1,6,2,2,0,1, , , , , , ,1,0,2,1,0,2, , , , , , ,1,0, ,1,0, , , ,0,1, , ,0,0, , , , , , ,1, , ,1, , , , ,0, ,1,0, , ,3, ,0, , ,3, ,3
2366, ,1,1,6,9,2,3,1, ,7,1,1,1,3,2,3,3,4,3,1, , , , , , , , , ,1, , , ,1,1,1, , , ,I felt sorry for them and slightly frustrated that people are still this narrow minded in our part of the world,5,1, , , , , , , , , ,1, , ,1,1,1,1, , , ,I felt disappointed that a person who I thought was enlightened enough to realise that this issue is a must for any civilised nation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, , , , , ,1, , , ,"Not surprised, i feel the religious angle that this issue has taken in the No camp is disappointing and regressive", ,1, , , , , ,1, , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,1,0,1,0,2,1,3,0,1,5,4, , ,3, ,3, ,3,4,5,3,3,1,3,5,4,4,1,1,1,1,1,0,1,1,1,1,1,6,2,2,0,1,2,1,0,1, , , , , , ,0,2, ,1,0,1, , , , , , ,0, , , ,0,1, , ,0,0,1, , ,1, , , , , , , , , , ,0, ,1,0,1, ,3,1,0, , ,3, ,3
2389,37,1,1,6,8,2,5,1,4,6,1,1,1,4,1,2,3,4,5,1, , , , , , , , , ,5,1, , , , , , , , , ,1, , , , , ,1, , , ,Indifferent. In most campaigns dirty tricks and misinformation can be peddled by either side.,1, , ,1,1,1,1, , , ,Didn't particularly care, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , , , ,3, ,0, , , , , , , ,It would make sense., ,1, , , , , , , , , , , , , , , , , , , , , ,1, , ,0,1, , , , ,1,0,0,0,1,1,2,0,1,5,5, , ,2, ,3, ,3,4,5,5,3,1,3,2, ,4,1,1, ,1,0,1,1,1,1,1,1,6,2,2,0,1,0,0,1,1, , , , , , ,0,2,0,0,1,1, , , , , , ,0, , , ,0,1, , ,0,0, , ,1,1, , , , , , , , , , ,0, ,1,0,1, ,3,1,0, , ,3, ,3
